Ime,Priljubljenost,Cena,Vrsta,Podjetje,Avtor,Jezik,Število vzorcev,Število strani,Raven znanja 
Love This Cardi in Red Heart Soft - LW3566EN - Downloadable PDF,2434,£0.00,Cardigans,Red Heart,Tammy Hildebrand,English,1,3,Advanced
Simple Keyhole Scarf,2435,£0.00,Accessories,Independent Designer,Ginger Hook,English,1,1,Beginner
Sunnyside Up Mandala,2436,£0.00,Homeware,Independent Designer,MandyO,English,1,8,Intermediate
Christmas Love Hearts in Red Heart Holiday - LW2640EN - Downloadable PDF,2437,£0.00,Decorations,Red Heart,,English,3,1,Beginner
Pink Bikini & Cover in Adriafil Cheope and Blu Caribe - Downloadable PDF,2438,£0.00,Accessories,Adriafil,,English,2,2,
Willa the Watering Can,2439,£0.00,Toys,Independent Designer,Cara Engwerda,English,1,6,Beginner
Child’s Crochet V-Neck Cardigan in Caron Simply Soft - Downloadable PDF,2440,£0.00,Cardigans,Caron,,English,1,4,Beginner
Baby Sleep Sack in Schachenmayr Baby Wool - S8641 - Downloadable PDF,2441,£0.00,Baby Clothes,Schachenmayr,,"English, German",1,2,
Bold Block Sweater - Free Jumper Crochet Pattern for Women in Paintbox Yarns Cotton DK,2442,£0.00,Sweaters,Paintbox Yarns,,English,,6,Intermediate
Any-Size Round Container,2443,£0.00,Homeware,Independent Designer,Squibblybups,English,1,4,Beginner
Striped Pullover and Blanket in Bernat Baby Coordinates Solids,2444,£0.00,Blankets,Bernat,,English,2,,
Pressed Flower Bookmark,2445,£0.00,Homeware,Independent Designer,Keep Calm and Crochet On UK,English,1,,Beginner
Black Cat Garland,2446,£0.00,Homeware,Independent Designer,Rupinder  Kaur,English,,,Beginner
Class Top in Adriafil Idea - Downloadable PDF,2447,£0.00,Tops,Adriafil,,English,1,1,
Garter Ridge Pillow in Bernat Alize Blanket-EZ - Downloadable PDF,2448,£0.00,Home,Bernat,,English,1,2,Beginner
Lace Crochet Bracelet and earring set,2449,£0.00,Accessories,Independent Designer,Spider Mambo,English,1,9,Intermediate
Unley Chill Beanie,2450,£0.00,Accessories,Independent Designer,The Crochet Fix,English,1,,Beginner
Wrabness Square,2451,£0.00,Wrabness Square,Independent Designer,Jacqui Goulbourn,English,1,8,Intermediate
Celebration Paper Chains - Free Knitting & Crochet Pattern for Home in Paintbox Yarns Cotton DK by Paintbox Yarns,2452,£0.00,Decorations,Paintbox Yarns,Paintbox Yarns,English,2,6,Beginner
Adult’s Crochet Turtleneck Pullover in Caron Simply Soft - Downloadable PDF,2453,£0.00,Jumpers,Caron,,English,1,4,Beginner
Aran Afghan in Caron Simply Soft - Downloadable PDF,2454,£0.00,Blankets,Caron,,English,1,3,Intermediate
Bumps Upon Bumps Earwarmer,2455,£0.00,Headbands,Independent Designer,K.A.M.E. Crochet,English,1,4,Beginner
Bobble Sheep,2456,£0.00,Toys,Independent Designer,Skeins Away,English,1,4,Intermediate
Posy Granny Baby Blanket in Caron Simply Soft and Simply Soft Collection - Downloadable PDF,2457,£0.00,Blankets,Caron,Marilyn Losee,English,1,3,Beginner
Gozo Poncho in Rowan Cotton Glace,2458,£0.00,Ponchos,Rowan,,English,1,,
Laid Back Bomber - Free Jacket Crochet Pattern for Women in Paintbox Yarns Chenille by Paintbox Yarns,2459,£0.00,Coats,Paintbox Yarns,Paintbox Yarns,English,1,9,Intermediate
Chick,2460,£0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Rainbow Boat Neck Top - Free Crochet Pattern For Women in Paintbox Yarns Simply DK,2461,£0.00,Tops,Paintbox Yarns,Paintbox Yarns,English,1,5,Intermediate
Isla the Little Doll,2462,£0.00,Toys,Independent Designer,Cara Engwerda,English,1,8,Intermediate
Hanging plant holder,2463,£0.00,Homeware,Independent Designer,Luna Crochet Designs,English,1,3,Beginner
Dinosaur Beanie,2464,£0.00,Accessories,Independent Designer,Crafty Creations,English,1,9,Beginner
Grapes in Lily Sugar 'n Cream Solids - Downloadable PDF,2465,£0.00,Decorations,Lily Sugar 'n Cream,,English,2,1,Beginner
Cushion Crochet in Hoooked Ribbon XL Solids,2466,£0.00,Cushions,Hoooked,,"Dutch, English, German",1,3,Beginner
Braided Bag in Cascade Yarns Sarasota Chunky - C354 - Downloadable PDF,2467,£0.00,Braided Bag in Cascade Yarns Sarasota Chunky - C354 - Downloadable PDF,Cascade Yarns,Kristen Stoltzfus Clay,English,1,4,Beginner
Pips the Pumpkin - Free Toy Crochet Pattern For Halloween in Paintbox Yarns Cotton Aran by Paintbox Yarns,2468,£0.00,Toys,Paintbox Yarns,,English,1,4,Intermediate
Reversible Mini Octopus,2469,£0.00,Toys,Independent Designer,Crossmanknits,English,1,5,Beginner
Jeanne Halter Top in Rowan Summerlite 4 Ply - ROC007 - Downloadable PDF,2470,£0.00,Tops,Rowan,Jennie Atkinson,"English, German",1,5,Advanced
Neutral Blanket,2471,£0.00,Homeware,Independent Designer,Time to Yarn Me Up,English,1,,Beginner
Boat Neck Pullover in Patons Glam Stripes - Downloadable PDF,2472,£0.00,Sweaters,Patons US,,English,1,2,Beginner
Puppy dog friend,2473,£0.00,Toys,Independent Designer,Elise Mann,English,1,,Beginner
Heart Plant,2474,£0.00,Homeware,Independent Designer,Yarn Blossom Boutique,English,1,3,Intermediate
Moose Unicorn,2475,£0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Photo camera,2476,£0.00,Photo camera,Independent Designer,Ternura Amigurumi,English,1,5,Intermediate
Starlight Baby Blanket in Caron Simply Soft Light - Downloadable PDF,2477,£0.00,Blankets,Caron,Susan Lowman,English,1,3,Intermediate
Lacy Shells Baby Hat in Bernat Dippity Dots,2478,£0.00,Hats,Bernat,,English,1,,
No Face Amigurumi,2479,£0.00,Toys,Independent Designer,Crochethea,English,1,3,Beginner
Sonic scarf,2480,£0.00,Accessories,Independent Designer,Amiville,English,1,5,Beginner
Expanding Flower Blanket,2481,£0.00,Homeware,Independent Designer,The Crochet Fix,English,1,,Intermediate
Generic Tunisian Crocheted Computer Sleeve Pattern,2482,£0.00,Homeware,Independent Designer,Maria Magnusson,English,1,,Intermediate
Patch Doll Amigurumi Pattern,2483,£0.00,Toys,Independent Designer,Irene Strange,English,1,,Intermediate
Granny V Stitch Cat Blanket,2484,£0.00,Homeware,Independent Designer,patternandcraft,English,1,12,Beginner
Girl's Crochet Poncho in Bernat Pop! - Downloadable PDF,2485,£0.00,Ponchos,Bernat,,English,1,1,Beginner
Pikachu Head Amigurumi,2486,£0.00,Toys,Independent Designer,Crochethea,English,1,2,Beginner
Lightning Feather Poncho CAL,2487,£0.00,Ponchos,Independent Designer,Susan Kennedy,English,1,6,Intermediate
Shawl with Crochet Edge in Schachenmayr Wool 85 - S9200A - Downloadable PDF,2488,£0.00,Shawls,Schachenmayr,,"Dutch, English, French, German",1,3,
Baskets in Schachenmayr Journey - S8958 - Downloadable PDF,2489,£0.00,Baskets in Schachenmayr Journey - S8958 - Downloadable PDF,Schachenmayr,,"Dutch, English, French, German",2,2,
Feel Good Granny Square Tank - Free Crochet Pattern for Women in Paintbox Yarns Wool Blend DK by Paintbox Yarns,2490,£0.00,Granny squares,Paintbox Yarns,,English,1,5,Beginner
Baby's Blocks in Lily Sugar 'n Cream Solids,2491,£0.00,Accessories,Lily Sugar 'n Cream,,English,3,,
Marseille Cardigan in Berroco Vintage DK - Downloadable PDF,2492,£0.00,Cardigans,Berroco,Robyn Chachula,English,1,11,Intermediate
Crochet Chevron Lace shawl,2493,£0.00,Accessories,Independent Designer,Emma Wright,English,1,2,Beginner
Shaina The Sheep,2494,£0.00,Cushions,Independent Designer,Purple Tulip,English,1,6,Beginner
Sweet Bunny Hat in Red Heart Soft - LW4393EN - Downloadable PDF,2495,£0.00,Hats,Red Heart,Salena Baca,English,1,2,Beginner
Ladies’ Sweater with Lace Pattern and Crochet Scarf in Schachenmayr Sun City - 6051 - Downloadable PDF,2496,£0.00,Jumpers,Schachenmayr,,"English, German",2,2,
Mini plush chicken in basket,2497,£0.00,Mini plush chicken in basket,Independent Designer,Tory Pale,"English, French, German, Spanish",1,28,Intermediate
Carnival Socks in Cascade Yarns Fixation - DK412 - Downloadable PDF,2498,£0.00,Socks,Cascade Yarns,Brenda K. B. Anderson,English,1,7,Intermediate
Mini Turtle,2499,£0.00,Toys,Independent Designer,Annemarie Benthem,English,1,4,Beginner
Granny Block Baby Blanket,2500,£0.00,Homeware,Independent Designer,Hannah Cross,English,1,3,Intermediate
Mini Christmas Stockings,2501,£0.00,Homeware,Independent Designer,Stitching Siobhan,English,1,2,Intermediate
Circle Your Granny - 10 inch block,2502,£0.00,Circle Your Granny - 10 inch block,Independent Designer,Keep Calm and Crochet On UK,English,1,,Beginner
Christening Gown and Bonnet in Schachenmayr Suavel - S9080 - Downloadable PDF,2503,£0.00,Dresses,Schachenmayr,,"English, German",1,6,
Remembrance Poppy - Flower Crochet Pattern,2504,£0.00,Remembrance Poppy - Flower Crochet Pattern,Independent Designer,Peach.Unicorn,English,1,2,Beginner
Plaid-y Hook Caddy in Lily Sugar 'n Cream Solids,2505,£0.00,Accessories,Lily Sugar 'n Cream,,English,1,,
Crochet Mood Blanket - October,2506,£0.00,Crochet Mood Blanket - October,Independent Designer,Patricia  Stuart,English,1,4,Beginner
Chipmunk,2507,£0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Water bottle holder,2508,£0.00,Accessories,Independent Designer,Kelly Spenhoff,English,1,,Beginner
Amigurumi Unicorn Keychain,2509,£0.00,Toys,Independent Designer,Ljubomir Kostin,English,1,6,Intermediate
The Gift Poncho in Caron Simply Soft and Simply Soft Heathers - Downloadable PDF,2510,£0.00,Ponchos,Caron,Dee Neer,English,1,3,Beginner
Crochet Blanket in Bernat Pipsqueak,2511,£0.00,Blankets,Bernat,,English,1,,
"""The Essential Crocheted Shawl"" - Shawl Crochet Pattern in Paintbox Yarns Chunky Pots",2512,£0.00,Accessories,Paintbox Yarns,Paintbox Yarns,English,1,,Beginner
"Mini Christmas Hat, Santa hat ornament",2513,£0.00,"Mini Christmas Hat, Santa hat ornament",Independent Designer,AmigurumiJoys,English,1,,Beginner
Huntington Carryall in Lion Brand Hue & Me - M20283-TWH - Downloadable PDF,2514,£0.00,Huntington Carryall in Lion Brand Hue & Me - M20283-TWH - Downloadable PDF,Lion Brand,Two of Wands,English,1,6,Beginner
トマト Tomato Amigurumi,2515,£0.00,Toys,Independent Designer,anniegurumi,English,1,5,Intermediate
Easy Children's Hat,2516,£0.00,Accessories,Independent Designer,Sarah Thompson,English,1,,Beginner
"Big Rainbow Fish Toy in Caron Simply Soft, Simply Soft Paints & Simply Soft Brites - Downloadable PDF",2517,£0.00,Toys,Caron,Deb Richey,English,1,3,Beginner
Spiral Rings,2518,£0.00,Homeware,Independent Designer,Laurinda Reddig,English,1,3,Intermediate
Jovana Gilet in Adriafil Snappy Ball - Downloadable PDF,2519,£0.00,Jackets,Adriafil,,English,1,2,
Wiener Dog,2520,£0.00,Wiener Dog,Independent Designer,Annemarie Benthem,English,1,5,Intermediate
"Lola Llama in Lion Brand  Feels Like Butta, Go For Faux & Just My Stripe - Downloadable PDF",2521,£0.00,Toys,Lion Brand,Lion Brand,English,1,6,Beginner
Rudolph the Reindeer - Free Toy Crochet Pattern For Christmas in Paintbox Yarns Cotton Aran by Paintbox Yarns,2522,£0.00,Toys,Paintbox Yarns,Ilaria Caliri,English,1,5,Beginner
Ripple As You Go,2523,£0.00,Accessories,Independent Designer,Amanda Mannas,English,1,15,Intermediate
Athelas Coaster,2524,£0.00,Homeware,Independent Designer,K.A.M.E. Crochet,English,1,12,Intermediate
"""The Essential Crocheted Cowl"" - Free Cowl Crochet Pattern in Paintbox Yarns Chunky Pots",2525,£0.00,Accessories,Paintbox Yarns,Paintbox Yarns,English,1,,Intermediate
Stewie Griffin from Family Guy,2526,£0.00,Toys,Independent Designer,Flying Dutchman Crochet Design,English,1,,Beginner
Striped Tank Top - Free Crochet Pattern for Women in Paintbox Yarns 100% Wool Chunky Superwash by Paintbox Yarns in Paintbox Yarns - Downloadable PDF,2527,£0.00,Sweaters,Paintbox Yarns,,English,1,6,Intermediate
Haiti Top in Adriafil Cheope - Downloadable PDF,2528,£0.00,Tops,Adriafil,,English,1,1,
Summer dress trio,2529,£0.00,Dresses,Independent Designer,Annastasia  Cruz,English,1,,Intermediate
Happy Days Mandala,2530,£0.00,Homeware,Independent Designer,Knothing Usual,English,1,5,Intermediate
Crochet snowflake 36,2531,£0.00,Homeware,Independent Designer,Olga Starostina,English,1,9,Beginner
Baby Walrus Wally,2532,£0.00,Toys,Independent Designer,Haakneus,"Dutch, English",1,10,Beginner
Easy Doll Dress,2533,£0.00,Toys,Independent Designer,IIX Farm Creations,English,1,2,Intermediate
Petunia Part 1,2534,£0.00,Cushions,Independent Designer,Crochet a Life,English,1,29,Intermediate
Mon Scarf,2535,£0.00,Accessories,Independent Designer,Crochet Dahlia,English,1,2,Beginner
Crocodile,2536,£0.00,Toys,Independent Designer,Annemarie Benthem,English,1,7,Intermediate
"Frog Coaster,Crochet Coasters,Crochet Frog,Crochet Animals,Crochet Patterns for Beginners",2537,£0.00,Homeware,Independent Designer,Kathy Leung,English,1,5,Beginner
Soft Sage Circle Jacket in Caron Simply Soft - Downloadable PDF,2538,£0.00,Jackets,Caron,Doris J. Chan,English,1,5,Intermediate
Crochet pattern for Burger,2539,£0.00,Toys,Independent Designer,amigoll9,English,1,7,Beginner
Trinidad Skirt in Adriafil Uno A Ritorto 5 - Downloadable PDF,2540,£0.00,Trinidad Skirt in Adriafil Uno A Ritorto 5 - Downloadable PDF,Adriafil,,English,1,1,
Birthday Bear for a Prince in Red Heart Soft and Soft Baby Steps - LW4389EN - Downloadable PDF,2541,£0.00,Toys,Red Heart,Michele Wilcox,English,1,2,Beginner
Lipari Sandals in Adriafil Uno A Ritorto 8 - Downloadable PDF,2542,£0.00,Booties,Adriafil,,English,2,1,
Basic Beanie (US),2543,£0.00,Accessories,Independent Designer,SezzArt,English,1,,Beginner
Loopy Phone Wristlet,2544,£0.00,Accessories,Independent Designer,Misty Makes Designs,English,1,,Beginner
Marietta Bookmarks in Berroco Folio - Downloadable PDF,2545,£0.00,Accessories,Berroco,Alison Green,English,3,4,Intermediate
Granny Slippers in Bernat Super Value,2546,£0.00,Accessories,Bernat,,English,2,,
Granny Squares Hat in Lion Brand Mandala Ombre - M23053 MDO - Downloadable PDF,2547,£0.00,Granny squares,Lion Brand,Lion Brand,English,1,5,Beginner
Brigida Pullover in Adriafil Venezia - Downloadable PDF,2548,£0.00,Tops,Adriafil,,English,1,4,
Frog,2549,£0.00,Toys,Independent Designer,Annemarie Benthem,English,1,7,Intermediate
Lion Amigurumi,2550,£0.00,Toys,Independent Designer,Amanda Maciel,English,1,,Beginner
2 in 1 Bundle Avocado & Peas in Pod Key Chains,2551,£0.00,2 in 1 Bundle Avocado & Peas in Pod Key Chains,Independent Designer,Roxy's Crochet,"English, German",1,8,Intermediate
Granny square blanket,2552,£0.00,Homeware,Independent Designer,Crochet by Gem,English,1,9,Beginner
For the Frill of it Cardigan - Free Crochet Pattern For Babies in Paintbox Yarns Baby DK Prints by Paintbox Yarns,2553,£0.00,Cardigans,Paintbox Yarns,,English,1,5,Intermediate
Crochet Bowling Ball and Pin,2554,£0.00,Toys,Independent Designer,Craft Bindings,English,1,6,Intermediate
Solid granny square,2555,£0.00,Solid granny square,Independent Designer,Luna Crochet Designs,English,1,3,Beginner
Mesh Mobile Phone Bag,2556,£0.00,Accessories,Independent Designer,Tory Pale,"English, French, German",1,30,Intermediate
Small Butterfly Baby Blanket,2557,£0.00,Homeware,Independent Designer,Peach.Unicorn,English,1,4,Beginner
Summer Breeze Baby Blanket in Bernat Vickie Howell Cotton-ish - Downloadable PDF,2558,£0.00,Blankets,Bernat,Vickie Howell,English,1,1,Beginner
Easy Crochet Patterns for Beginners Ebook - Free Pattern for Women by Paintbox Yarns,2559,£0.00,Easy Crochet Patterns for Beginners Ebook - Free Pattern for Women by Paintbox Yarns,Paintbox Yarns,Paintbox Yarns,English,3,20,Beginner
Sheep Etu,2560,£0.00,Toys,Independent Designer,Apuuga,English,1,4,Intermediate
Twinkle Turtle Ornaments,2561,£0.00,Toys,Independent Designer,Rupinder  Kaur,English,1,6,Beginner
Carefree Cardigan - Free Crochet Pattern for Women in Paintbox Yarns Chenille by Paintbox Yarns,2562,£0.00,Cardigans,Paintbox Yarns,Paintbox Yarns,English,1,10,Intermediate
Owl glasses holder,2563,£0.00,Homeware,Independent Designer,Zebrasaysmoocrafts,English,1,,Beginner
Gathering Leaves Cardigan in Caron Simply Soft Light - Downloadable PDF,2564,£0.00,Cardigans,Caron,,English,1,3,Intermediate
Jellyfish,2565,£0.00,Toys,Independent Designer,Sarah Quillen,English,1,,Beginner
Crochet Diagonal Pattern Baby Blanket in Lion Brand Homespun,2566,£0.00,Blankets,Lion Brand,,English,1,,
Cherry Pie Hot Pad in Lily Sugar 'n Cream Solids,2567,£0.00,Accessories,Lily Sugar 'n Cream,,English,1,,
Shine Like Diamonds in Patons Lace Sequin - Downloadable PDF,2568,£0.00,Scarves & Shawls,Patons US,,English,1,2,Intermediate
Rose Of Sharon Tunic in Caron Simply Soft - Downloadable PDF,2569,£0.00,Tops,Caron,Mary E. Nolfi,English,1,6,Intermediate
Daisy Bouquet in Lily Sugar 'n Cream Solids,2570,£0.00,Accessories,Lily Sugar 'n Cream,,English,1,,
Ribbed Rascal Hat,2571,£0.00,Hats,Independent Designer,Charlotte Marjoribanks,English,1,,Beginner
Quirky Pixellate Dress - Free Crochet Pattern For Women in Paintbox Yarns Simply Aran,2572,£0.00,Dresses,Paintbox Yarns,,English,1,5,Intermediate
Chubby seal,2573,£0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Santorini Bracelet,2574,£0.00,Accessories,Independent Designer,isWoolish,English,1,,Beginner
Easter Chick,2575,£0.00,Toys,Independent Designer,The Woobles,English,1,,Beginner
Cluster Coasters,2576,£0.00,Homeware,Independent Designer,Chezpascale,English,1,1,Intermediate
Elegant Wrap in Cascade Alpaca Lace - FW154,2577,£0.00,Shawls,Cascade Yarns,,English,1,3,Advanced Beginner
Empty Granny Square for Floral Collection,2578,£0.00,Empty Granny Square for Floral Collection,Independent Designer,madebylisek,English,1,,Beginner
Turtle hair tie,2579,£0.00,Headbands,Independent Designer,LoveyCrochetPatterns,English,1,8,Beginner
The Sassy Scrappy Beanie,2580,£0.00,The Sassy Scrappy Beanie,Independent Designer,Off The Hook Creative Carmen,English,1,12,Intermediate
Pickles the pterodactyl,2581,£0.00,Toys,Independent Designer,Carolyne Brodie,English,1,,Intermediate
Dip Edge Striped Crochet Basket in Bernat Blanket - Downloadable PDF,2582,£0.00,Dip Edge Striped Crochet Basket in Bernat Blanket - Downloadable PDF,Bernat,Bernat Design Team,English,1,2,Beginner
Plain Granny Square for Floral Collection,2583,£0.00,Plain Granny Square for Floral Collection,Independent Designer,madebylisek,English,1,,Beginner
Crocheted Shawl in King Cole Curiosity DK - E1001 - Downloadable PDF,2584,£2.99,Shawls,King Cole,Melissa Leapman,English,1,2,Beginner
Rows o' Ruffles Dress in Caron Simply Soft and Simply Soft Brites - Downloadable PDF,2585,£0.00,Dresses,Caron,Treva McCain,English,2,5,Beginner
Mini Sunflower Applique,2586,£0.00,Mini Sunflower Applique,Independent Designer,Hookfully,English,1,2,Beginner
